대피소,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,F,3,,,      ,          ,,서울,관악구,봉천동,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,M,3,,,      ,          ,,경기,성남시 분당구,금곡동,"소형SUV/CUV (티볼리, QM3 등)"
지리산 세석,지리산 세석대피소 1박2일,M,4,,,      ,          ,,경기,성남시 중원구,중동,
설악산 소청,설악산 소청 대피소 예약 당첨,F,4,,,      ,          ,,경기,군포시,산본2동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,3,,,      ,          ,,서울,노원구,월계동,
지리산 세석,지리산 세석대피소 1박2일,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경남,거제시,옥포1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
덕유산 향적봉,무주 덕유산 곤도라타고 향적봉 대피소에서 1박하는 방법 :) 곤도라 요금/ 대피소 예약 및 정보 / 생생한 후기 총 정리!!,F,2,,,      ,          ,,서울,동작구,신대방2동,
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,5,,,      ,          ,,서울,노원구,상계9동,
덕유산 향적봉,무주 덕유산 곤도라타고 향적봉 대피소에서 1박하는 방법 :) 곤도라 요금/ 대피소 예약 및 정보 / 생생한 후기 총 정리!!,M,3,,,      ,          ,,서울,동작구,상도동,
북한산 대피소,[타이거OB산악회] 북한산 단풍산행... 북한산성매표소-산영루-태고사갈림길-북한산대피소-용암문-위문-새마을교-북한산성매표소_2018.10.21(일),M,2,,,      ,          ,,서울,양천구,신정6동,
한라산 진달래밭,한라산 탐방/관음사~개미등~삼각봉~백록담~진달래대피소~성판악,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 상당구,용담동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 연하천,지리산 종주 #2 연하천대피소-형제봉-칠선봉-세석대피소-촛대봉-연하봉-장터목대피소,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
소백산 연화봉,[등산] 소백산-연화봉대피소,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,대전,서구,가장동,
소백산 연화봉,소백산(제2연화봉 대피소),M,4,,,      ,          ,,경기,수원시 영통구,이의동,
덕유산 삿갓골재,덕유산 1박2일 (설천봉~삿갓재대피소~남덕유산),M,3,,,      ,          ,,서울,서대문구,홍은1동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,2,,,      ,          ,,서울,금천구,독산2동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,4,,,      ,          ,,강원,강릉시,홍제동,
북한산 대피소,북한산 밤골~백운대~북한산대피소~산성입구(191003).,F,2,,,      ,          ,,서울,중랑구,신내2동,
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),F,4,,,      ,          ,,서울,동작구,대방동,
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,3,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,송파구,잠실동,"경차 (모닝, 스파크 등)"
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,서울,동작구,상도1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 삼각봉,제주도 한라산 5 산우물 4월 산행 한라산 삼각봉 대피소 개미등 탐라계곡 육교 관음사,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,능동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,4,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 일산서구,주엽2동,
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,자양2동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,M,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,정자3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 장터목,등산_ 지리산 장터목대피소,M,5,,,      ,          ,,인천,남동구,구월2동,
설악산 소청,설악산 백담사~소청대피소 (5/19~21)/ 첫째날,M,5,,,      ,          ,,경기,안산시 단원구,고잔1동,
덕유산 삿갓골재,덕유산 육십령 ~ 삿갓재대피소 ~ 황점마을(201908310901),M,2,,,      ,          ,,대전,유성구,어은동,
지리산 피아골,지리산 피아골 대피소 가는길,M,4,,,      ,          ,,경기,고양시 일산서구,주엽1동,
북한산 대피소,북한산 대피소 / 19.10.24,M,4,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,경기,남양주시,호평동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,4,,,      ,          ,,경기,안양시 동안구,평촌동,
소백산 연화봉,소백산 제2연화봉 대피소의 모든 것,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,상갈동,
설악산 소청,20181222 설악산 대청봉 & 소청대피소 1박,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,아니오,          ,아파트/ 주상복합,경기,의왕시,왕곡동,
한라산 윗세,[한라산] 영실~윗세오름 대피소 (2019.2.5),M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,단독주택,대전,중구,산성동,"경차 (모닝, 스파크 등)"
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,F,5,,,      ,          ,,서울,동작구,흑석동,
한라산 윗세,[제주 한라산] 영실 - 윗세오름대피소 - 어리목,M,2,,,      ,          ,,충북,청주시 흥덕구,복대2동,
한라산 진달래밭,제주 한라산 성판악-속밭쉼터-진달래밭 대피소...제주도,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)","1,000만원 이상",예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,수원시 영통구,이의동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,4,,,      ,          ,,강원,강릉시,교동,
설악산 양폭,설악산(소공원에서 양폭대피소까지) 2018.6.12,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,장림동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,2,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,전북,완주군,봉동읍,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,정왕4동,"경차 (모닝, 스파크 등)"
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,M,4,,,      ,          ,,경남,창원시 마산회원구,회성동,
한라산 진달래밭,10. 한라산(1) - 성판악에서 진달래밭대피소까지 [2019 제주도 여행기],M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,행신3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,소백산(제2연화봉 대피소),F,3,,,      ,          ,,서울,양천구,신정6동,
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,M,4,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,아니오,          ,아파트/ 주상복합,경기,남양주시,별내면,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 중청,설악산 대청봉 1박 일출 산행 (중청대피소 3대의 덕),M,4,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),F,5,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,개신동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,울산,중구,학산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),M,4,기타 ,500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,해운대구,좌4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,[이색 휴게소] 한라산 성판악 진달래 휴게소 = 진달래밭 대피소,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,부천시 오정구,내동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
소백산 연화봉,[등산] 소백산-연화봉대피소,M,4,무직,100만원 미만,아니오,          ,기타 ,경북,상주시,신봉동,
덕유산 향적봉,덕유산 눈꽃 겨울여행2 / 향적봉 일출 향적봉대피소,M,2,,,      ,          ,,서울,노원구,월계1동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,F,4,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,강원,춘천시,후평동,"스포츠 (제네시스 쿠페, BMW M, 벤츠 AMG 등)"
덕유산 향적봉,덕유산 향적봉대피소 기적의 1박,M,5,"관리직 (사장, 간부, 고위공무원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,용산구,후암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
덕유산 향적봉,덕유산 향적봉대피소 예약하기(컴),M,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,아파트/ 주상복합,대전,유성구,반석동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,유성구,송강동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,한라산 겨울 산행 / 진달래 대피소 / 한라산 백록담,F,5,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,단독주택,서울,영등포구,신길4동,
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,아파트/ 주상복합,경기,파주시,광탄면,
설악산 중청,설악산(중청대피소~공룡능선)간 풍경,M,4,,,      ,          ,,서울,성북구,장위동,
지리산 장터목,지리산 장터목대피소 예약 성공 백무동 중산리코스,M,4,,,      ,          ,,서울,성북구,장위동,
한라산 진달래밭,#성판악 #속대밭대피소 #사라오름 #진달래밭대피소 #한라산 #백록담,M,3,,,      ,          ,,경기,김포시,감정동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,F,3,,,      ,          ,,서울,노원구,상계3.4동,
북한산 대피소,북한산 대피소 / 19.10.24,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,노원구,월계3동,
지리산 피아골,지리산 피아골 대피소 가는길,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,과천시,부림동,
소백산 연화봉,소백산(제2연화봉 대피소),M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,단독주택,경남,통영시,당동,
한라산 속밭,한라산 원정대(1)그 고생의 서막. / 성판악코스 / 입구~속밭 대피소까지.,M,2,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원1동,
한라산 진달래밭,한라산(관음산 탐방지원센터~삼각봉대피소~한라산~진달래밭 대피소~사라오름~쑥밭 대피소~성판악 탐방지원 센터. 190804. 일),M,4,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,예    ,자녀 있음 ,단독주택,서울,종로구,세종로,기타 (승합차/트럭/화물차/기타 차량 등)
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,F,4,,,      ,          ,,경북,구미시,봉곡동,
지리산 세석,지리산 세석대피소 1박2일,M,3,,,      ,          ,,서울,동대문구,이문동,
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,M,5,,,      ,          ,,충북,청주시 흥덕구,개신동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,2,,,      ,          ,,경기,고양시 덕양구,행신동,
북한산 대피소,7.27(토) 북한산 문수봉. 북한산대피소,M,5,,,      ,          ,,서울,서초구,서초2동,
소백산 연화봉,[등산] 소백산-연화봉대피소,M,4,"교직 (교사, 유치원교사, 학원강사)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,수청동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 장터목,등산_ 지리산 장터목대피소,M,5,,,      ,          ,,경기,안산시 단원구,고잔1동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,4,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,아니오,          ,아파트/ 주상복합,경기,고양시 일산동구,장항2동,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,M,2,,,      ,          ,,경기,의정부시,녹양동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,태백시,황지동,
지리산 장터목,지리산 장터목대피소 블약 100대명산 천왕봉,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,역곡1동,"경차 (모닝, 스파크 등)"
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,해운대구,좌1동,
한라산 윗세,[제주도] 2018년 10월: 한라산 영실코스 (윗세 오름 대피소 남벽분기점 영실통제소),M,3,무직,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,인천,동구,송현동,"소형SUV/CUV (티볼리, QM3 등)"
지리산 세석,[대중교통으로 찾은 지리산 성중종주] 첫째날 성삼재에서 세석대피소까지 약 20km를 놀며쉬며 여유로운 산행했다,M,3,,,      ,          ,,인천,서구,가정3동,
북한산 대피소,20190421 북한산 진달래능선 - 북한산대피소 - 산성입구,M,5,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,내당2.3동,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,F,4,,,      ,          ,,경기,용인시 수지구,상현2동,
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,F,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,인천,부평구,삼산동,
한라산 진달래밭,한라산 탐방/관음사~개미등~삼각봉~백록담~진달래대피소~성판악,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계1동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 중청,설악산(중청대피소~공룡능선)간 풍경,M,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,기타 ,충북,제천시,중앙로2가,
소백산 연화봉,[등산 No.26] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/12/01 ~02일),M,4,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,경기,남양주시,호평동,
지리산 세석,[지리산 국립공원] 지리산 세석대피소 처음 이용자를 위한 소개(정보)글,M,4,"주부 (전업주부, 파트타임 근무 주부)",100만원 미만,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 일산서구,주엽2동,
한라산 탐라계곡,한라산(관음사 탐방 안내소~탐라계곡 대피소~삼각봉 대피소~한라산~진달래 밭 대피소~속밭 대피소~성판악. 180831.금),F,2,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,상대원2동,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),F,5,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,부산진구,연지동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,M,4,,,      ,          ,,경기,수원시 영통구,이의동,
지리산 장터목,등산_ 지리산 장터목대피소,M,3,,,      ,          ,,경남,창원시 마산합포구,월영동,
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,동래구,칠산동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),M,4,,,      ,          ,,서울,서초구,반포1동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,2,,,      ,          ,,전북,전주시 완산구,태평동,
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,아니오,          ,단독주택,서울,동작구,사당1동,
설악산 희운각,설악산 운해 1박2일(오색-대청봉-희운각대피소-공룡능선-마등령-비선대-설악동),F,4,,,      ,          ,,경기,고양시 덕양구,행신3동,
덕유산 삿갓골재,덕유산 육십령 ~ 삿갓재대피소 ~ 황점마을(201908310901),F,3,,,      ,          ,,서울,노원구,상계3.4동,
설악산 양폭,설악산 양폭대피소에서 잠을 청하고 싶다.,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)","1,000만원 이상",예    ,자녀 있음 ,단독주택,부산,기장군,기장읍,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한라산 진달래밭,12/4 한라산 등반 진달래밭 대피소에서 정상 백록담까지,F,3,기타 ,100~199만원,아니오,          ,오피스텔,대전,유성구,지족동,
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,관악구,미성동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 중청,설악산 중청대피소 하룻밤의 추억,M,5,,,      ,          ,,경기,파주시,금촌1동,
지리산 장터목,[지리산/백무동코스/천왕봉/장터목대피소/국내여행] 1박2일 지리산 막바지 가을산행길 (ft. 가을고생길),M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,아파트/ 주상복합,경기,군포시,광정동,
지리산 장터목,[초보등산/천왕봉일출] 지리산 천왕봉 코스 with 장터목대피소,M,3,,,      ,          ,,경기,하남시,덕풍2동,
한라산 삼각봉,제주도 한라산 5 산우물 4월 산행 한라산 삼각봉 대피소 개미등 탐라계곡 육교 관음사,M,4,,,      ,          ,,서울,강남구,역삼동,
지리산 피아골,지리산 피아골 대피소 가는길,F,4,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,해운대구,재송동,
한라산 윗세,[서귀포시_2019.08.13] 영실 휴게소 병풍바위 윗세오름 대피소 한라산 남벽분기점,M,2,,,      ,          ,,경북,구미시,거의동,
지리산 노고단,지리산 노고단 대피소의 하룻밤,M,2,무직,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,중랑구,망우3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
설악산 소청,설악산 백담사~소청대피소 (5/19~21)/ 첫째날,M,2,"학생 (초중고학생, 대학생, 대학원생)",700~799만원,아니오,          ,아파트/ 주상복합,울산,남구,옥동,
소백산 연화봉,소백산(제2연화봉 대피소),M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,오피스텔,서울,강남구,개포4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,M,3,,,      ,          ,,경기,남양주시,별내면,
한라산 진달래밭,한라산 성판악&쑥대밭대피소&사라오름&진달래대피소&성판악코스,M,3,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강북구,번2동,
지리산 노고단,#오스프리 #AURA #xCREW #기어리뷰어 지리산 노고단 대피소 1박 2일 _2018 12 01_02,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,성북구,월곡1동,
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,M,5,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,내당2.3동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,M,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,대구,수성구,파동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
오대산 노인봉,[안내산악회] 2019년 05월 18일 강원도 강릉 오대산 노인봉,M,4,"교직 (교사, 유치원교사, 학원강사)",100~199만원,아니오,          ,아파트/ 주상복합,부산,강서구,명지동,
지리산 장터목,등산_ 지리산 장터목대피소,M,3,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,서대문구,북가좌동,
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,화성시,봉담읍,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
설악산 소청,설악산 소청 대피소 예약 당첨,M,4,"판매직 (상점점원, 보험설계사, 노점상)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
지리산 노고단,지리산 노고단 대피소 숙박하고 정상까지 - 아이와 함께,F,3,,,      ,          ,,경기,수원시 영통구,매탄3동,
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,남구,대연1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
지리산 치밭목,지리산(대원사-새재-치밭목대피소-천왕봉),M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강동구,길동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
지리산 노고단,지리산 등산코스 화엄사-노고단-노고단대피소(1박)-반야봉-피아골-직전마을 /단풍이 절정,F,3,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,과천시,부림동,
지리산 세석,지리산 세석대피소에서 장터목대피소을 향해,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,소하동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 중청,[등산] 설악산 / 중청 대피소 / 설악산 등산 코스,F,2,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡4동,
소백산 연화봉,[등산 No.17] 소백산 산행(연화봉대피소) 천동/비로봉/죽령(18/01/27 ~28일),F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,울산,중구,남외동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
소백산 연화봉,소백산 제2연화봉 대피소 숙박산행,M,2,무직,300~399만원,아니오,          ,단독주택,서울,강동구,길동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
지리산 세석,지리산/백무동에서 세석대피소,M,3,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,서대문구,북가좌동,
설악산 소청,설악산 소청대피소에서 하룻밤 (2019. 6.14~15),F,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대전,서구,내동,
덕유산 향적봉,무주 덕유산국립공원의 1박2일과 향적봉대피소,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,부평구,삼산2동,"경차 (모닝, 스파크 등)"
지리산 장터목,지리산 장터목 대피소 예약 천왕봉 코스,M,2,,,      ,          ,,서울,마포구,창전동,
북한산 대피소,<북한산> 밤골~밤골계곡~백운대~북한산대피소~산성입구,M,5,,,      ,          ,,인천,계양구,서운동,
한라산 윗세,[제주 한라산] 영실 - 윗세 오름 대피소 - 어리목,F,4,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,영등포본동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
설악산 수렴동,<설악산 등산> 백담사- 영시암-수렴동대피소-봉정남,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,부산,동래구,온천2동,
지리산 연하천,지리산 연하천대피소에서 날아온 소식 지리산 등로 샘물처럼 달콤 감동,F,5,기타 ,200~299만원,예    ,자녀 있음 ,단독주택,서울,관악구,삼성동,
오대산 노인봉,오대산 노인봉 소금강 겨울 등산코스로의 산행 / 2부 노인봉대피소~소금강,F,3,,,      ,          ,,서울,강남구,율현동,
