주변관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
주문진,새로웠던 주문진 맛집,M,3,,,      ,          ,,서울,관악구,봉천동,
주왕산,주왕산 국립공원 만추의 주왕산 탐방,F,2,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,구미시,진평동,
팜파스종합휴양,팜파스종합휴양관광단지,M,2,,,      ,          ,,인천,남동구,만수동,
강원오색,강원 설악산 오색약수근처 오색휴펜션 오색약수 계곡 초대받아 힐링하고 왔어요,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,서울,광진구,구의3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
경주 감포,감포팬션바닷가가 한눈에 보이는 경주 팬션,M,5,,,      ,          ,,경남,창원시 성산구,사파동,
김녕해수욕장,제주도 바다 색이 아름다운 김녕해수욕장 물놀이,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,충북,청원군,오창읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,논현동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
제천온천,충북 가볼만한곳 제천 리솜포레스트 온천여행과 자드락길,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,인천,계양구,작전2동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
태종대,부산 해동용궁사와 태종대로 효도관광,M,5,,,      ,          ,,경북,칠곡군,동명면,
임진각,파주관광지추천 아이들과 갈만한곳 임진각 평화누리공원,M,4,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,경산시,중방동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고석정,철원 여행 고석정 정취를 취하다,F,5,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,단독주택,경기,파주시,탄현면,"프리미엄 (에쿠스, BMW7급 등)"
어답산,20190728일 횡성 어답산횡성온천선바위장송어답산 장군봉병지방계곡,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,수원시 영통구,매탄3동,
안면도,충남 태안 가볼만한곳 안면도 자연휴양림 무장애 나눔길,F,4,"교직 (교사, 유치원교사, 학원강사)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양9동,
쌍계사,경상남도 하동  하동 가볼만한곳 지리산자락으로 가을여행 떠나요 하동 쌍계사,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강서구,염창동,
속초해수욕장,여행 아무렇게나 떠난 속초 1박 2일 청초수물회 청초호 왱왱해물촌 중앙시장 영금정 속초해수욕장,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,단독주택,서울,광진구,구의1동,
곽지,곽지길가온펜션,M,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,단독주택,서울,은평구,증산동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
청평사,춘천 단풍구경하며 산책겸 등산코스 청평사가는길,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,아니오,          ,아파트/ 주상복합,경기,수원시 영통구,하동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
삼장사,20190516 성내동성당삼장사,F,3,,,      ,          ,,서울,금천구,시흥3동,
청학사,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책,M,5,"관리직 (사장, 간부, 고위공무원)",100~199만원,아니오,          ,오피스텔,경남,양산시,삼호동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
화순온천,아들과 둘이 한 광주 차박여행광주챔피언스필드 대인야시장 화순온천 광주호 전주,F,3,기타 ,300~399만원,아니오,          ,아파트/ 주상복합,부산,해운대구,재송2동,
해운대,[유로코피자 쇼미더피자] 해운대(M/V) 백화점상품권 에어팟2 피자기프티콘 쏟아지는 투표 이벤트 진행 중! - YouTube,F,5,,,      ,          ,,경북,경주시,외동읍,
칠갑산도립온천,칠갑산 도립공원 2,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,오산시,원동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
호미곶,호미곶둘레길걷기행사 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 남구,지곡동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
호미곶,호미곶둘레길걷기행사 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,포항시 남구,지곡동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,사당3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
해운대,"[유로코피자 쇼미더피자] 해운대(M/V) 백화점상품권, 에어팟2, 피자기프티콘 쏟아지는 투표 이벤트 진행 중! - YouTube",F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,사당3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,F,3,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,사당3동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
대구면도요지,강진 대구면 도요지 종합정비계획 학술연구용역,F,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,중랑구,묵1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
실상사,"“韓, 3일만에 사실상 사형선고”… 北주민 추방에 국제사회 비판",F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,오피스텔,경기,고양시 일산동구,장항2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
비슬산,대구 달성군 관광 비슬산 암괴류 대견사 참꽃군락지 반딧불이 전기차 달성 여행,M,5,,,      ,          ,,울산,남구,야음동,
경천대,상주 경천대마음이 열리는 이곳 경천대 국민관광지,F,3,,,      ,          ,,경기,동두천시,생연1동,
성류굴,울진 금강소나무 숲길 트레킹울진 성류굴,M,3,,,      ,          ,,부산,금정구,남산동,
경주 보문,경주 단풍 보문단지 산책 with 무지개,M,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,유성구,계산동,"대형SUV (베라크루즈, 모하비, 투아렉급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,M,2,,,      ,          ,,서울,서대문구,현저동,
해운대,일품한우 해운대 : 네이버 통합검색,F,5,,,      ,          ,,경기,고양시 일산서구,덕이동,
해운대,부산 살아있네..해운대 집값 상승률 8년만에 최고 | 다음 뉴스,M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,단독주택,경기,용인시 수지구,동천동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
곽지,곽지길가온펜션,F,4,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,길음1동,"대형차 (제너시스, BMW5급 등)"
해운대,부산 해운대런치 코스요리: 해야 점심특선 : 네이버 블로그,F,2,,,      ,          ,,서울,은평구,불광2동,
운주사,화순 운주사,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,이문동,"프리미엄 (에쿠스, BMW7급 등)"
월명암,깊어가는 내변산의 가을 풍경1남여치월명암직소폭포재백이고개,F,2,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,아파트/ 주상복합,강원,춘천시,퇴계동,
대승사,문경 사불산 대승사,M,2,,,      ,          ,,경기,시흥시,은행동,
일심사,오이타 여행 코스벚꽃 운해 잇신지일심사,M,3,,,      ,          ,,경기,이천시,대포동,
운일암반일암,전북 가볼만한곳  진안 운일암 반일암 산책,M,5,,,      ,          ,,경기,광주시,오포읍,
장사해수욕장,영덕 장사해수욕장 장사상륙작전 전승기념관 구경,F,4,무직,200~299만원,아니오,          ,아파트/ 주상복합,경기,성남시 분당구,구미동,
능강,"경기도 ""3기 신도시, 판교 모델로 자족 기능 강화""",M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,도내동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
유현문화,횡성여행 횡성호수길 5구간 국순당 유현문화관광지 풍수원성당,F,2,무직,800~899만원,아니오,          ,아파트/ 주상복합,서울,서대문구,홍제3동,
선바위,합천 작은가야산  수리봉소바우듬선바위,F,5,,,      ,          ,,서울,노원구,상계9동,
강원오색,강원 설악산 오색약수근처 오색휴펜션 오색약수 계곡 초대받아 힐링하고 왔어요,F,5,기타 ,300~399만원,예    ,자녀 있음 ,단독주택,제주,제주시,한경면,"경차 (모닝, 스파크 등)"
남원,국내여행  남원숙소 너무 좋았던 에어비앤비 수곡당,M,3,무직,200~299만원,아니오,          ,단독주택,경남,김해시,부원동,
마한문화,영암 마한문화공원 191125,M,5,퇴직/연금생활자,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,강원,평창군,봉평면,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
공릉,월계 삼호아파트 하수구가 막혔어요.[노원구 하수구][상계동 하수구][중계동 하수구][하계동 하수구][월계동 하수구][공릉동 하수구] : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,중랑구,신내1동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
문경온천,불정자연휴양림 문경온천 여행 ,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,중촌동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
직지사,김천 직지사  템플스테이 1박2일,M,2,,,      ,          ,,서울,성동구,성수1가1동,
영산호쌀문화테마공원,이천 농업테마공원 쌀문화전시관에서 쌀에 대해 배워봐요,M,3,,,      ,          ,,대전,서구,가수원동,
만남의광장,하남 드림 휴게소만남의광장에 수소충전소 오픈,M,4,,,      ,          ,,경남,창원시 진해구,경화동,
내설악 용대,Jule105 봉정암  강원 인제 용대 내설악11530 월 맑음,M,5,,,      ,          ,,경기,안산시 단원구,선부2동,
제주용머리,제주 용머리해안 맛집 가족 식사엔 카도돈카츠,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,방화동,
곽지,곽지길가온펜션,F,4,,,      ,          ,,서울,관악구,난곡동,
경주 보문,경주 단풍 보문단지 산책 with 무지개,M,3,,,      ,          ,,경기,안산시 상록구,이동,
선바위,합천 작은가야산  수리봉소바우듬선바위,M,3,,,      ,          ,,경기,안산시 상록구,이동,
방화동,서울시 방화동에 건물을 지으려고 하는,M,5,,,      ,          ,,충북,옥천군,동이면,
해운대,해운대 초고층 건물서 낙하산 활강한 러시아인들,M,2,,,      ,          ,,경북,경산시,계양동,
장성호,장성 가볼만한곳 장성호 수변길 출렁다리,M,3,,,      ,          ,,서울,성북구,돈암1동,
변산해수욕장,변산 해수욕장 스타렉스 캠핑카 타고 여행  갯벌체험으로 조개를 캤어요,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,도곡동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,F,5,,,      ,          ,,전북,전주시 완산구,서신동,
개척사,미국 개척사에 두드러진 두 청년,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 소사구,소사본동,
합천호,합천 악견산~의룡산 종주 - 합천호 조망과 천길단애를 경험할 수 있는 산 (대병3산/대병5악/십자바위/악견산성),M,2,,,      ,          ,,경북,구미시,지산동,
해운대,부산 살아있네..해운대 집값 상승률 8년만에 최고 | 다음 뉴스,M,4,,,      ,          ,,충남,보령시,동대동,
천안종합휴향,세종싸이클로드,M,5,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,예    ,자녀 있음 ,오피스텔,경기,성남시 분당구,수내1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
마우나오션,LPGA가 열렸던 마우나오션cc로 가을골프 다녀왔어요,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,단독주택,충남,논산시,취암동,"경차 (모닝, 스파크 등)"
등명,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장,F,4,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,부산,남구,대연3동,
구병산,충북 보은 충북알프스의 시작점 아홉봉우리의 구병산,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,강동구,둔촌1동,
한탄강,철원 카페  송대소 주상절리 한탄강을 배경으로 커피한잔에 빠져보는 모닝캄빌리지 펜션  카페,M,4,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,본오동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
칠갑산도립온천,칠갑산 도립공원 2,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,안동시,송현동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
고성 델피노 골프앤리조트,가족여행 숙소 추천 고성 속초 델피노골프앤리조트 카페로까 조식 리뷰,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사상구,감전동,"소형SUV/CUV (티볼리, QM3 등)"
곽지,곽지길가온펜션,M,5,무직,200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,북구,덕천2동,
우수영,전라도 가볼만한곳 진도타워  우수영국민관광지 명량대첩기념관,F,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,대전,유성구,봉명동,"경차 (모닝, 스파크 등)"
광덕계곡,즐거운 와인딩 코스 여우고개  백운계곡  광덕계곡  도마치재 M으로 지지기,M,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,고양시 일산동구,정발산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
장호,장호비치캠핑장 삼척여행,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계8동,"경차 (모닝, 스파크 등)"
회상나루,회상나루 객주촌,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,군포시,오금동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
땅끝,2018. 단풍따라 흐르는 가을여행 - 14. 토말. 땅끝마을,F,5,기타 ,700~799만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,용산구,용산동2가,
공릉,파주 공릉캠핑장 11월 동계 캠핑의 첫 시작,F,2,,,      ,          ,,경기,오산시,은계동,
회상나루,회상나루 객주촌,M,4,,,      ,          ,,경기,고양시 일산서구,일산3동,
홍천온천,홍천 온천홍천에서 온천을 한다면오래된 시설이지만 물은 괜찮았던 원탕 온천목욕탕,M,5,,,      ,          ,,서울,강북구,수유동,
고산사,말뚝 박고 차 세우고..산사태 복구현장 통행 막는 땅 주인 | 다음 뉴스,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,오피스텔,경기,고양시 일산동구,장항2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
당항포,경남 고성 가볼만한곳 공룡엑스포가 펼쳐지는 당항포 관광단지,F,4,,,      ,          ,,경기,용인시 수지구,동천동,
홍길동테마파크,장성 홍길동 테마파크 반가운 지인들과의 카라반 캠핑,M,4,,,      ,          ,,경기,용인시 기흥구,상하동,
홍길동테마파크,장성 홍길동 테마파크 반가운 지인들과의 카라반 캠핑,M,3,,,      ,          ,,서울,용산구,이촌2동,
남당,1130 남당피싱 워너비호 먼바다 우럭 낚시체험 인건가,M,3,,,      ,          ,,서울,양천구,목5동,
북고사,늦가을 무주의 북고사 성지순례,F,3,,,      ,          ,,충북,보은군,보은읍,"경차 (모닝, 스파크 등)"
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,M,5,,,      ,          ,,광주,북구,일곡동,
해운대,[유로코피자 쇼미더피자] 해운대(M/V) 백화점상품권 에어팟2 피자기프티콘 쏟아지는 투표 이벤트 진행 중! - YouTube,F,4,,,      ,          ,,경기,구리시,수택2동,
합천보조댐,경상남도 산책길  합천 가볼만한곳 산책하며 데이트하기 좋은 길 합천 보조댐 수변생태 탐방로,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,장기동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
증평 에듀팜 특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,부산진구,당감1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
간월도,서산 간월도 간월암 다녀왔어요,F,5,,,      ,          ,,충북,청주시 상당구,용정동,
평창 용평,평창가볼만한곳평창 용평리조트 타워콘도 와 용평 워터파크 피크아일랜드현대홈쇼핑,F,5,,,      ,          ,,서울,구로구,개봉2동,
해운대,유로코피자 쇼미더피자 해운대 : 네이버 통합검색,F,4,,,      ,          ,,경기,시흥시,거모동,
곽지,곽지길가온펜션,M,4,,,      ,          ,,경기,양주시,만송동,
여수 첼린지 파크,여수 유월드 루지 테마파크 핫플 인정 100만표,F,4,,,      ,          ,,서울,은평구,응암3동,
미숭산,고령 여행 숲과 자연을 느끼며 힐링해요 미숭산자연휴양림,M,4,,,      ,          ,,부산,금정구,청룡동,
문경온천,불정자연휴양림 문경온천 여행 ,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,부평1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
월명암,깊어가는 내변산의 가을 풍경1남여치월명암직소폭포재백이고개,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,서구,불로동,
팜파스종합휴양,팜파스종합휴양관광단지,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,금천구,독산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
충주호체험,충주호 유람선 체험,M,3,,,      ,          ,,광주,광산구,장덕동,
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,M,4,,,      ,          ,,경기,광주시,탄벌동,
고령부례,고령부례관광지 카라반  대구근교카라반,M,3,,,      ,          ,,서울,서초구,반포동,
삽교호,당진 삽교호 한 바퀴,F,5,,,      ,          ,,경기,수원시 장안구,정자3동,
울릉도,울릉도 날씨 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,시흥시,정왕3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
울릉도,울릉도 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,시흥시,정왕3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
임진각,파주관광지추천 아이들과 갈만한곳 임진각 평화누리공원,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,파주시,금촌1동,
후곡약수터,후곡 약수터,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,대구,달성군,화원읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
라비에벨,부천예식장 라비에벨웨딩 기억에 많이 남을 것 같아요,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,강원,동해시,효가동,"소형SUV/CUV (티볼리, QM3 등)"
성산포해양,설 구정에 어머니와 함께 성산포 성당 광치기해변 제주해양동물박물관 겨울 유채꽃 2월 제주,M,5,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,안동시,송현동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
내장산리조트,정읍시 내장산리조트 최대규모 민자유치,F,3,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경남,진주시,망경동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
남원 드래곤,전라도 골프 드래곤레이크cc 2박3일 남원 골프라운드 후기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,양천구,목2동,
횡성 드림마운틴,드림마운틴 횡성 드림마운틴은 무엇인가,F,4,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,북구,침산2동,
궁평,궁평의 마을,F,2,,,      ,          ,,광주,북구,중흥2동,
여수 화양,여수 맛집 화양식당 장어구이 장어탕,F,4,,,      ,          ,,경기,고양시 일산동구,장항2동,
울릉도,울릉도 : 네이버 통합검색,F,5,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,가수동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
보덕사 ,보덕사 예산,M,5,,,      ,          ,,울산,동구,화정동,
방동약수터,방태산 방동약수터,M,4,,,      ,          ,,광주,광산구,산정동,
김녕해수욕장,제주도 바다 색이 아름다운 김녕해수욕장 물놀이,F,5,,,      ,          ,,서울,성북구,장위2동,
신지명사십리,여로4  완도 신지명사십리해수욕장  20190325,F,3,,,      ,          ,,서울,강서구,염창동,
주왕산,주왕산 국립공원 만추의 주왕산 탐방,M,5,,,      ,          ,,울산,중구,서동,
미탄마하생태,대한민국 대표 관광지 강원도 강원도 관광지 현황은,F,2,,,      ,          ,,대구,북구,고성동1가,
곽지,곽지길가온펜션 : 네이버 통합검색,F,3,기타 ,100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,충북,청주시 흥덕구,분평동,
보적사,나홀로 가을 산행  독산성 세마대지 보적사 다녀오기,M,5,"관리직 (사장, 간부, 고위공무원)",800~899만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,동천동,"대형차 (제너시스, BMW5급 등)"
삼장사,20190516 성내동성당삼장사,F,2,,,      ,          ,,강원,춘천시,석사동,
대천해수욕장,대천해수욕장 짚라인 타고 스카이라운지에서 커피한잔,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,송파구,마천동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)"
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,F,3,,,      ,          ,,충남,아산시,신창면,
안적사,기장 안적사에서 가을을 맞이했습니다,M,5,,,      ,          ,,서울,성북구,안암동3가,
용문산,양평 용문산 관광단지와 용문사 은행나무,M,2,,,      ,          ,,서울,강서구,내발산동,
장흥,서울 근교 장흥 참숯가마 고구마 구워 먹고 놀기 좋아,M,4,,,      ,          ,,인천,남동구,만수4동,
곽지,제주 곽지과물해변과 한담해안산책로 : 네이버 블로그,F,5,,,      ,          ,,대전,중구,대사동,
충온온천,충주나우리마을,M,5,,,      ,          ,,경기,시흥시,거모동,
고석정,철원 여행 고석정 정취를 취하다,M,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,전북,전주시 완산구,평화동2가,
무릉계곡,단풍따라 흐르는 가을여행 - 6. 무릉계곡 여행,F,4,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,성남시 분당구,구미동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
남원 드래곤,전라도 골프 드래곤레이크cc 2박3일 남원 골프라운드 후기,M,4,,,      ,          ,,인천,중구,경동,
곽지,제주 곽지과물해변과 한담해안산책로 : 네이버 블로그,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
계림사,김천 동부리 마애지장보살좌상 계림사 석조나한좌상,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,동구,용운동,
곽지,제주 곽지과물해변과 한담해안산책로 : 네이버 블로그,F,5,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,송파구,신천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
벽계,벽계야영장은 새단장 중,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경기,고양시 덕양구,토당동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
안적사,기장 안적사에서 가을을 맞이했습니다,M,5,"관리직 (사장, 간부, 고위공무원)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,금천구,독산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
영국사,충북 영동 가볼만한곳 천태산 영국사,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,이천시,송정동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
설악한화리조트,강원도 속초여행 물놀이 먹거리 놀거리 가능한 설악 한화리조트,F,4,,,      ,          ,,경북,포항시 남구,동해면,
율포해수욕장,전라도1박2일여행여수낭만포차 율포해수욕장 광한루원,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,철산4동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
금월봉,제천1박2일2일차동산분식 덩실분식 제천청풍호모노레일 비봉산전망대 청풍호반케이블카 금월봉석갈비,M,4,,,      ,          ,,대구,서구,비산2.3동,
