선호관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
울릉도,울릉도사동항맛집 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도사동항맛집 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 맛집 신비섬 식당/ 사동항 근처 꼭 들러야할 물회 유명한 곳 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 지도 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 이용안내 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,1박2일 울릉도 성인봉 산행 등반 지도 코스와 견적 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 지도 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도사동항맛집 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,"Part-1.13년 여름 울릉도 백패킹 ( feat.저동항,내수전일출전망대,삼선암) : 네이버 블로그",F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 이용안내 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 지도 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 냥꼬네 게스트하우스 : 네이버 카페,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 택시 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도신비 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도신비 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 태양식당 따개비 칼국수 시원칼칼! : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 맛집 신비섬 식당/ 사동항 근처 꼭 들러야할 물회 유명한 곳 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도신비 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도신비 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 따개비칼국수 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 따개비칼국수 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 따개비칼국수 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 따개비칼국수 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 깃대봉 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 5: 나리분지-알봉 둘레길과 깃대봉 : 네이버 블로그,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도차사고 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도 깃대봉 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도분식 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
울릉도,울릉도분식 : 네이버 통합검색,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,중랑구,상봉1동,
홍길동테마파크,장성 홍길동 테마파크 반가운 지인들과의 카라반 캠핑,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,강서구,화곡본동,
수타사,홍천 은행나무숲과 수타사 강원도 가볼만한곳,M,3,,,      ,          ,,인천,중구,중산동,
휘닉스파크,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계8동,
증평 에듀팜 특구,SNS기자단 기고 해외 관광객도 즐길 충북의 명소 증평 에듀팜 관광특구,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,김포시,구래동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
혜국사,문경 주흘산 등산코스 제1관문여궁폭포혜국사주봉 원점회귀 산행,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,창4동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
궁평,궁평의 마을,F,5,,,      ,          ,,,,,
영산호쌀문화테마공원,이천 농업테마공원 쌀문화전시관에서 쌀에 대해 배워봐요,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 진해구,장천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
안면도,안면도 자연휴양림 - Daum 검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경남,창원시 진해구,장천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
웰리힐리파크,웰리힐리파크 리프트권 및 록키스키 알파인 스키강습,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,대전,유성구,지족동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
여수 화양,여수 맛집 화양식당 장어구이 장어탕,M,2,무직,300~399만원,아니오,          ,아파트/ 주상복합,경기,부천시 원미구,상2동,
팔봉산,191117 홍천 팔봉산 블랙야크100대명산 산림청100대명산 한국의산하인기100산,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,고양시 일산서구,탄현동,
영월온천,201707387001 영월군 영월읍 심옥리 영월온천,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,도봉구,쌍문동,
울릉도,울릉도 맛집 신비섬 식당/ 사동항 근처 꼭 들러야할 물회 유명한 곳 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,영등포구,도림동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
농월정,함양 남계서원 농월정 일두고택,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,광주,남구,백운1동,"소형SUV/CUV (티볼리, QM3 등)"
남원 드래곤,전라도 골프 드래곤레이크cc 2박3일 남원 골프라운드 후기,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,광주,남구,백운1동,"소형SUV/CUV (티볼리, QM3 등)"
안면도,안면도 자연휴양림 수목원 산책(전통정원 아산원) : 네이버 블로그,M,4,,,      ,          ,,경기,고양시 덕양구,도내동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
구인사,구인사 : 네이버 통합검색,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 소사구,소사본3동,
마차탄광문화촌,영월여행  강원도 탄광문화촌 단양영월 2박3일 여행,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,천천동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
울릉도,울릉도 맛집 신비섬 식당/ 사동항 근처 꼭 들러야할 물회 유명한 곳 : 네이버 블로그,F,3,,,      ,          ,,대구,달서구,진천동,
직지사,김천 직지사  템플스테이 1박2일,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,부산,부산진구,전포동,
비슬산,대구 달성군 관광 비슬산 암괴류 대견사 참꽃군락지 반딧불이 전기차 달성 여행,F,5,"자영업 (도소매업, 숙박업, 미용업)","1,000만원 이상",예    ,자녀 있음 ,단독주택,경기,성남시 분당구,수내동,"대형차 (제너시스, BMW5급 등)"
구병산,충북 보은 충북알프스의 시작점 아홉봉우리의 구병산,F,5,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,장당동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
덕산온천,짧은 나들이 덕산온천여행 선물처럼 만난 코스모스,F,4,"교직 (교사, 유치원교사, 학원강사)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,곡반정동,"프리미엄 (에쿠스, BMW7급 등)"
홍천 비발디파크,비발디파크 근처 펜션 홍천 힐링하우스 뜨끈한 온돌방 넘나 좋음,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 장안구,천천동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
송계사,덕유산 지봉 산행기경남거창 송계사계곡에서 지봉에 올라 횡경재를 거쳐 백암봉까지 달려보자,M,5,,,      ,          ,,경기,안양시 동안구,관양동,
화진포,강원도 고성 여행  화진포 신서유기에도 나왔네요,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강동구,고덕동,
울산 강동,울산 강동 화암 주상절리 예술작품 같은 일출,F,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,오피스텔,서울,강남구,삼성동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
표선,초등 아이들 갈만한곳 솔직한 후기 목장카페드르쿰다 제주도 카트 표선 가볼만한곳 제주 승마체험 한곳에서 : 네이버 블로그,F,3,"교직 (교사, 유치원교사, 학원강사)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,달서구,대곡동,
미숭산,"[고령 여행] ""숲과 자연을 느끼며 힐링해요"" 미숭산자연휴양림! : 네이버 블로그",F,3,"교직 (교사, 유치원교사, 학원강사)",100~199만원,예    ,자녀 없음 ,아파트/ 주상복합,대구,달서구,대곡동,
수원사,반값인데… 배나무 과수원 사면 안되는 이유 | 1boon,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 부여 백제문화제 일정 초대가수 야경까지 한방에 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
남당,충남당진 매실한과체험 백석올미마을 할매들의반란 5월 당진가볼만한곳! : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,백제문화제,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,부여 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,백제문화제,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,백제문화제,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
백제문화,공주 백제문화제 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고산사,새우맛을 잘못알고 산 사람 | 커뮤니티,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
고산사,새우맛을 잘못알고 산 사람 | 커뮤니티,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
원주 오크밸리,원주 오크밸리 카라반 여행  야간산책 소나타 오브 라이트,F,5,,,      ,          ,,서울,강서구,마곡동,
복전암,토요산행   보문산,F,4,,,      ,          ,,경기,성남시 분당구,수내2동,
청량사,가야산국립공원남산제일봉 청량사 원점회귀 등산코스,M,2,,,      ,          ,,경기,수원시 장안구,영화동,
변산해수욕장,변산 해수욕장 스타렉스 캠핑카 타고 여행  갯벌체험으로 조개를 캤어요,M,3,,,      ,          ,,대구,남구,대명6동,
사선대,선녀들도 반한 국민 관광지 임실 사선대  임실 나들이 명소,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,의정부시,호원1동,"준중형파생 (벨로스터, I30 등)"
농월정,함양 남계서원 농월정 일두고택,M,4,,,      ,          ,,서울,노원구,하계1동,
속초해수욕장,여행 아무렇게나 떠난 속초 1박 2일 청초수물회 청초호 왱왱해물촌 중앙시장 영금정 속초해수욕장,M,4,,,      ,          ,,서울,서초구,반포동,
미륵사지,미륵사지 교도소세트장 보석박물관  익산  전주 여행  1 ,F,5,,,      ,          ,,경기,성남시 분당구,수내3동,
마우나오션,LPGA가 열렸던 마우나오션cc로 가을골프 다녀왔어요,F,3,,,      ,          ,,경기,광주시,장지동,
사선대,선녀들도 반한 국민 관광지 임실 사선대  임실 나들이 명소,F,5,,,      ,          ,,경기,수원시 팔달구,매산로2가,
횡성 드림마운틴,드림마운틴 횡성 드림마운틴은 무엇인가,F,3,,,      ,          ,,서울,성동구,옥수동,
계림사,김천 동부리 마애지장보살좌상 계림사 석조나한좌상,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,신정7동,
극락암,통도사 극락암의 가을,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,동작구,본동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
극락암,통도사 극락암의 가을,F,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,단독주택,서울,양천구,신월3동,
후곡약수터,후곡 약수터,M,5,,,      ,          ,,경기,오산시,원동,
남당,충남당진 매실한과체험 백석올미마을 할매들의반란 5월 당진가볼만한곳! : 네이버 블로그,M,3,,,      ,          ,,경남,김해시,어방동,
원주오크밸리,원주 오크밸리 소나타오브라이트 3D라이팅쇼 :) : 네이버 블로그,F,5,,,      ,          ,,대구,남구,대명10동,
성산포해양,설 구정에 어머니와 함께 성산포 성당 광치기해변 제주해양동물박물관 겨울 유채꽃 2월 제주,M,4,,,      ,          ,,서울,구로구,개봉동,
예안현,조식 유두류산록 이황,M,5,,,      ,          ,,경기,안산시 단원구,고잔2동,
청평사,춘천 단풍구경하며 산책겸 등산코스 청평사가는길,M,5,,,      ,          ,,경기,안산시 단원구,고잔2동,
안면도,안면도 가볼만한 곳 - Daum 검색,F,5,,,      ,          ,,부산,북구,금곡동,
고석정,철원 여행 고석정 정취를 취하다,M,4,,,      ,          ,,대구,달성군,화원읍,
울릉도,Part-1.13년 여름 울릉도 백패킹 ( feat.저동항내수전일출전망대삼선암) : 네이버 블로그,M,3,,,      ,          ,,경기,의왕시,삼동,
벽계,벽계야영장은 새단장 중,M,4,기타 ,400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,전북,전주시 완산구,삼천동1가,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
춘장대해수욕장,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경,F,2,,,      ,          ,,광주,서구,치평동,
칠갑산도립온천,칠갑산 도립공원 2,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,부산,해운대구,중1동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
의성탑산온천,경북 의성 탑산약수온천 유황냄새 진한 지방온천,M,4,,,      ,          ,,서울,서초구,우면동,
백제문화,백제문화제,F,3,,,      ,          ,,대구,북구,복현1동,
무창포해수욕장,보령 대천해수욕장과 무창포 해변,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,성북구,석관동,
통도사,제1경 #1. 우리나라의 3대 사찰인 통도사 : 네이버 블로그,M,4,,,      ,          ,,경기,화성시,능동,
울릉도,울릉도 냥꼬네 게스트하우스,M,5,,,      ,          ,,서울,성동구,응봉동,
울릉도,울릉도 깃대봉 : 네이버 통합검색,F,2,,,      ,          ,,경기,남양주시,퇴계원면,
강원오색,강원 설악산 오색약수근처 오색휴펜션 오색약수 계곡 초대받아 힐링하고 왔어요,F,5,,,      ,          ,,인천,동구,송림3동,
위봉사,한국의 산사 10898 완주 위봉사,F,5,,,      ,          ,,경기,부천시 원미구,중1동,
칠갑산도립온천,칠갑산 도립공원 2,F,3,"전문직 (의사, 판검사, 예술가, 종교인)",500~599만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,중랑구,면목동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
쌍계사,경상남도 하동  하동 가볼만한곳 지리산자락으로 가을여행 떠나요 하동 쌍계사,M,2,,,      ,          ,,서울,관악구,신원동,
여수 경도,수요미식회 여수  경도 자연횟집  여수 10미 하모 샤브샤브,M,5,,,      ,          ,,충남,천안시 동남구,다가동,
수옥정,수옥정과 수옥폭포   충북괴산여행,M,3,,,      ,          ,,서울,강동구,명일동,
울릉도,베글에 있는 일본인 울릉도 입도 못하게 된 결정적 계기 | 정치유머 게시판 | 루리웹 모바일,F,4,,,      ,          ,,인천,서구,석남2동,
만의사,"피아니스트 임동민 8년 만의 새 앨범 “쇼팽의 기교, 슈만의 사색에 끌렸죠”",F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,신길1동,
함덕해안,제주 바다가 보이는 카페제주도 조천함덕해안도로 바람과바다,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,인천,계양구,계산3동,
태조산,천안 태조산421m  흑성산519m,F,5,,,      ,          ,,서울,관악구,봉천동,
마곡사,공주 가볼만한곳 마곡사 가을 모습은,M,5,,,      ,          ,,충남,서천군,마산면,
용궁사,부산 해동용궁사 : 네이버 통합검색,M,5,,,      ,          ,,서울,강동구,둔촌동,
용궁사,부산 가볼만한곳 해동용궁사 바닷가 절 풍경 : 네이버 블로그,F,4,,,      ,          ,,서울,은평구,응암2동,
돌문화공원, 제주여행제주관광  제주 돌문화공원,F,5,"서비스직 (요식업, 숙박업, 미용실종업원)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,계양구,작전1동,"경차 (모닝, 스파크 등)"
영암바둑테마파크,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원,F,5,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,인천,남동구,구월4동,기타 (승합차/트럭/화물차/기타 차량 등)
자인사,패밀리룩 소형 SUV ? 벤츠 GLB 디자인사양성능 공개 : 네이버 블로그,M,5,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,영덕동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
벽계,벽계야영장은 새단장 중,M,3,,,      ,          ,,경기,부천시 소사구,심곡본동,
초당,190616 강릉 초당할머니순두부 수요미식회,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,백석동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
천안종합휴향,세종싸이클로드,F,4,"주부 (전업주부, 파트타임 근무 주부)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산동구,백석동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
화순온천,아들과 둘이 한 광주 차박여행광주챔피언스필드 대인야시장 화순온천 광주호 전주,M,2,,,      ,          ,,서울,서대문구,창천동,
애월국제문화복합단지,제주도 땅 투자애월 국제문화복합단지 진척상황,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",300~399만원,예    ,자녀 있음 ,단독주택,서울,은평구,불광2동,
예당,충남 예당저수지 예당호 출렁다리,F,3,,,      ,          ,,서울,강북구,삼각산동,
레인보우힐링,민주지산 자연휴양림 레인보우 힐링 숲속 가요제,F,3,,,      ,          ,,인천,남구,주안동,
소요산,소요산 등산코스  소요산역자재암선녀탕의상대원점회귀 3시간,M,4,,,      ,          ,,경기,동두천시,생연1동,
척산온천,척산온천휴양촌 : 네이버 통합검색,M,3,,,      ,          ,,서울,동작구,신대방2동,
청량사,가야산국립공원남산제일봉 청량사 원점회귀 등산코스,F,3,,,      ,          ,,경기,수원시 영통구,영통1동,
백제문화,부여 백제문화제 : 네이버 통합검색,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,달성군,현풍면,
구문소,억년의 세월이 빚은 비경 태백팔경 구문소,F,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,부평구,청천동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)"
울릉도,울릉도 깃대봉 : 네이버 통합검색,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,단독주택,서울,동대문구,답십리2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
